model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,score_mode,conflict_score,neutral_mean,neutral_std,stroop_effect,answer_prior_target_minus_distractor_sum,lexical_target_minus_distractor_sum,answer_prior_target_minus_distractor_mean,lexical_target_minus_distractor_mean,lexical_distractor_advantage_sum,lexical_distractor_advantage_mean,word_zipf,target_zipf,distractor_zipf,target_minus_distractor_zipf,word_n_tokens,target_n_tokens,distractor_n_tokens,target_minus_distractor_tokens,is_single_token_pair
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,definition_scope,sum_logprob,3.25,7.85449202855428,0.808266018365129,4.60449202855428,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,definition_scope,mean_logprob,3.25,7.85449202855428,0.808266018365129,4.60449202855428,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,sum_logprob,-1.375,0.36871337890625,3.626092975986385,1.74371337890625,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,mean_logprob,-1.375,0.36871337890625,3.626092975986385,1.74371337890625,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,sum_logprob,4.71875,8.739583174387613,0.8619372819636715,4.020833174387613,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,mean_logprob,4.71875,8.739583174387613,0.8619372819636715,4.020833174387613,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,sum_logprob,-0.328125,7.362508455912272,0.6875553707563424,7.690633455912272,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,mean_logprob,-0.328125,7.362508455912272,0.6875553707563424,7.690633455912272,-1.28125,-5.406249046325684,-1.28125,-5.406249046325684,5.406249046325684,5.406249046325684,5.51,5.67,4.62,1.0499999999999998,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,sum_logprob,3.46875,5.594401200612386,1.1923050516878049,2.1256512006123858,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,mean_logprob,3.46875,5.594401200612386,1.1923050516878049,2.1256512006123858,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,sum_logprob,9.999999046325684,10.153645674387613,1.1962839068866737,0.15364662806192975,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,mean_logprob,9.999999046325684,10.153645674387613,1.1962839068866737,0.15364662806192975,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,sum_logprob,4.062500953674316,7.854166666666667,0.985375185867174,3.7916657129923506,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,mean_logprob,4.062500953674316,7.854166666666667,0.985375185867174,3.7916657129923506,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,sum_logprob,2.25,5.605143229166667,0.5804251338270855,3.355143229166667,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,mean_logprob,2.25,5.605143229166667,0.5804251338270855,3.355143229166667,1.4296875,-3.375,1.4296875,-3.375,3.375,3.375,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,sum_logprob,3.0,4.109375,0.5585800916162337,1.109375,-0.859375,-5.078125,-0.859375,-5.078125,5.078125,5.078125,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,1.5,instruct,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,mean_logprob,3.0,4.109375,0.5585800916162337,1.109375,-0.859375,-5.078125,-0.859375,-5.078125,5.078125,5.078125,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
